,region,date,weighted_avg_sars_cov2,gene_copies_per_day,regional_pop,avg_r_lower,avg_r_avg,avg_r_upper,temp,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,compo_frac,sars_below_lod,sars_below_loq,reception_delay
148,east of england,2020-12-18,336800.71318787703,567561155903046.4,4212885.644829711,1.19983713719712,1.2998371371971198,1.3998371371971199,"(215.0714485058376, 34.02190044956412, 3.171540223784748, 7.741164648376277, 109496601.38764685, 2.0, 136.10957793082054, 0.2364392968232516, 0.9292247420531983, 0.7635607031767483, 22.933206641160687)",215.0714485058376,34.02190044956412,3.171540223784748,7.741164648376277,109496601.38764685,2.0,136.10957793082054,0.2364392968232516,0.9292247420531983,0.7635607031767483,22.933206641160687
151,east of england,2020-12-23,170004.02314884032,286483003474818.9,4212885.644829711,1.1999117205228476,1.349875605052021,1.4998394895811944,"(185.01243426630435, 27.307571433539373, 2.689440869803889, 7.759859384692358, 109496601.38764685, 2.0, 207.64343756695138, 0.6103325968551573, 0.869663362461117, 0.36532084154280947, 23.49377849952762)",185.01243426630435,27.307571433539373,2.689440869803889,7.759859384692358,109496601.38764685,2.0,207.64343756695138,0.6103325968551573,0.869663362461117,0.36532084154280947,23.49377849952762
159,east of england,2021-01-08,12935.246134248018,21797885100524.992,4212885.644829711,1.1,1.2000593615321522,1.3001187230643039,"(198.9238057582594, 34.14317953310939, 3.480378584707249, 7.741164648376277, 109496601.38764685, 2.0, 4.969321092274085, 0.2364392968232516, 0.0, 0.0, 23.993175545324313)",198.9238057582594,34.14317953310939,3.480378584707249,7.741164648376277,109496601.38764685,2.0,4.969321092274085,0.2364392968232516,0.0,0.0,23.993175545324313
163,east of england,2021-01-15,43754.66872948848,73733366313896.6,4212885.644829711,1.000041787354502,1.1500056718836753,1.299969556412849,"(109.43568637722713, 16.12112738100686, 1.7358368062164704, 7.741164648376277, 109496601.38764685, 2.0, 48.31288488789862, 0.6103325968551573, 0.0211053503382309, 0.0, 23.33443312668656)",109.43568637722713,16.12112738100686,1.7358368062164704,7.741164648376277,109496601.38764685,2.0,48.31288488789862,0.6103325968551573,0.0211053503382309,0.0,23.33443312668656
167,east of england,2021-01-22,29871.069392634967,50337359775977.6,4212885.644829711,0.6002070025414564,0.750183756480131,0.9001605104188056,"(182.18381443621, 26.653822962980396, 2.8855045407915347, 7.741164648376277, 109496601.38764685, 2.0, 20.35880728668073, 0.6103325968551573, 0.7962550436797431, 0.0211053503382309, 22.101134768512498)",182.18381443621,26.653822962980396,2.8855045407915347,7.741164648376277,109496601.38764685,2.0,20.35880728668073,0.6103325968551573,0.7962550436797431,0.0211053503382309,22.101134768512498
171,east of england,2021-01-29,28903.995669791806,48308912089999.414,4178393.9357291097,0.6999976476159255,0.8000429635465391,0.9000882794771526,"(143.2804064458961, 17.705239440189796, 1.7910918511925484, 7.743045464055555, 110301862.87582085, 2.0, 62.139749559564706, 0.23049757061239087, 0.5084950524634001, 0.0, 23.472120420734424)",143.2804064458961,17.705239440189796,1.7910918511925484,7.743045464055555,110301862.87582085,2.0,62.139749559564706,0.23049757061239087,0.5084950524634001,0.0,23.472120420734424
175,east of england,2021-02-05,16191.502599789026,27285179548349.652,4212885.644829711,0.6999254166742725,0.7999394622758109,0.8999535078773493,"(189.29713810277025, 19.777571841292065, 2.2086267355338065, 7.741164648376277, 109496601.38764685, 2.0, 26.740482882944562, 0.6025037424798484, 0.44730161881327946, 0.0, 24.500838074592135)",189.29713810277025,19.777571841292065,2.2086267355338065,7.741164648376277,109496601.38764685,2.0,26.740482882944562,0.6025037424798484,0.44730161881327946,0.0,24.500838074592135
179,london,2020-09-04,4241.595907225883,86541356283976.86,51007544.19848614,0.8994359738763911,0.999435973876391,1.0994359738763912,"(266.3378283815331, 29.38541070604902, 4.0220870365535255, 7.642676370040201, 9372437.448665055, 2.0, 5.094296167457731, 0.9255625346281487, 0.0, 0.0, 23.92806915282772)",266.3378283815331,29.38541070604902,4.0220870365535255,7.642676370040201,9372437.448665055,2.0,5.094296167457731,0.9255625346281487,0.0,0.0,23.92806915282772
183,london,2020-09-11,4894.058548281235,99853563084573.6,51007544.19848614,1.099293050473595,1.1993645121749932,1.299435973876391,"(271.522727445765, 34.637694485332155, 4.544967084226838, 7.642676370040201, 9372437.448665055, 2.0, 10.255345269304543, 0.913314441050405, 0.0, 0.0, 24.4894782680921)",271.522727445765,34.637694485332155,4.544967084226838,7.642676370040201,9372437.448665055,2.0,10.255345269304543,0.913314441050405,0.0,0.0,24.4894782680921
187,london,2020-09-18,4220.356877166629,86108015978184.7,51007544.19848614,1.099857076597204,1.249857076597204,1.3998570765972038,"(248.2807287088485, 35.60069083558056, 4.651500860047739, 7.642676370040201, 9372437.448665055, 2.0, 12.109818074524558, 0.9255625346281487, 0.0, 0.0, 23.98437606687944)",248.2807287088485,35.60069083558056,4.651500860047739,7.642676370040201,9372437.448665055,2.0,12.109818074524558,0.9255625346281487,0.0,0.0,23.98437606687944
191,london,2020-09-25,7384.973092281803,146939268557815.7,49742655.363018565,1.1990148711555784,1.3489434094541803,1.4988719477527823,"(170.92517012216885, 28.203926221519488, 3.44937600048109, 7.678353500400909, 9564251.073309092, 2.0, 20.97835388584563, 0.9195990282287122, 0.0, 0.0, 24.38943216974357)",170.92517012216885,28.203926221519488,3.44937600048109,7.678353500400909,9564251.073309092,2.0,20.97835388584563,0.9195990282287122,0.0,0.0,24.38943216974357
195,london,2020-10-02,9568.782085315943,195232030056974.16,51007544.19848614,1.199293050473595,1.3990110374117906,1.5987290243499859,"(182.08228198129237, 28.476219241742424, 3.5855880340990973, 7.642676370040201, 9372437.448665055, 2.0, 33.636940517164135, 0.913314441050405, 0.0, 0.0, 25.123719837677765)",182.08228198129237,28.476219241742424,3.5855880340990973,7.642676370040201,9372437.448665055,2.0,33.636940517164135,0.913314441050405,0.0,0.0,25.123719837677765
199,london,2020-10-09,8790.621973534136,179355215538890.38,51007544.19848614,1.2001429234027963,1.3002143851041943,1.4002858468055928,"(134.72745922317372, 24.375335689186773, 2.80073102251256, 7.637420351497501, 9372437.448665055, 2.0, 21.896908986834372, 0.913314441050405, 0.0, 0.0, 23.89003853366379)",134.72745922317372,24.375335689186773,2.80073102251256,7.637420351497501,9372437.448665055,2.0,21.896908986834372,0.913314441050405,0.0,0.0,23.89003853366379
203,london,2020-10-16,4550.505060554236,92844035200662.02,51007544.19848614,1.101128052247218,1.2508460391854135,1.400564026123609,"(179.34759520689119, 26.932819790168562, 3.2853920871196607, 7.642676370040201, 9372437.448665055, 2.0, 11.575852641833269, 0.9255625346281487, 0.0, 0.0, 23.890575571786652)",179.34759520689119,26.932819790168562,3.2853920871196607,7.642676370040201,9372437.448665055,2.0,11.575852641833269,0.9255625346281487,0.0,0.0,23.890575571786652
207,london,2020-10-23,44467.83326568919,907277988284221.5,51007544.19848614,1.1005640261236092,1.2007745774840155,1.3009851288444216,"(186.73497489187372, 25.26356771243136, 3.1859229176256596, 7.642676370040201, 9372437.448665055, 2.0, 44.91009301391282, 0.9255625346281487, 0.7804178698759461, 0.0, 23.8425598422953)",186.73497489187372,25.26356771243136,3.1859229176256596,7.642676370040201,9372437.448665055,2.0,44.91009301391282,0.9255625346281487,0.7804178698759461,0.0,23.8425598422953
211,london,2020-10-30,55604.50410071669,1134499680220884.2,51007544.19848614,1.1005640261236092,1.2005640261236092,1.3005640261236089,"(193.43822326885956, 24.180515791277585, 3.0001793711841396, 7.642676370040201, 9372437.448665055, 2.0, 43.768612805459625, 0.9255625346281487, 0.5592238083293707, 0.0, 24.039451689946063)",193.43822326885956,24.180515791277585,3.0001793711841396,7.642676370040201,9372437.448665055,2.0,43.768612805459625,0.9255625346281487,0.5592238083293707,0.0,24.039451689946063
215,london,2020-11-06,85250.9469049473,1739376576886757.8,51007544.19848614,1.1004211027208128,1.200492564422211,1.3005640261236089,"(297.93901038454203, 30.08257032695496, 3.8461692572676767, 7.642676370040201, 9372437.448665055, 2.0, 203.46717364599377, 0.9255625346281487, 0.9873144374518121, 0.0, 24.274084620557783)",297.93901038454203,30.08257032695496,3.8461692572676767,7.642676370040201,9372437.448665055,2.0,203.46717364599377,0.9255625346281487,0.9873144374518121,0.0,24.274084620557783
219,london,2020-11-13,45330.20036056,924872879366998.6,51007544.19848614,1.0009851288444216,1.10105659054582,1.2011280522472179,"(254.06733956226708, 28.83894524649506, 3.601506667960925, 7.642676370040201, 9372437.448665055, 2.0, 19.53784599382436, 0.9255625346281487, 0.7804178698759461, 0.0, 23.836086603238734)",254.06733956226708,28.83894524649506,3.601506667960925,7.642676370040201,9372437.448665055,2.0,19.53784599382436,0.9255625346281487,0.7804178698759461,0.0,23.836086603238734
223,london,2020-11-20,42346.64355285215,863999317071857.6,51007544.19848614,1.0004211027208127,1.100492564422211,1.200564026123609,"(220.4631511072034, 29.922898602897547, 3.345542493471247, 7.642676370040201, 9372437.448665055, 2.0, 91.92088974956667, 0.9255625346281487, 0.5147761880720364, 0.0, 24.012408167572094)",220.4631511072034,29.922898602897547,3.345542493471247,7.642676370040201,9372437.448665055,2.0,91.92088974956667,0.9255625346281487,0.5147761880720364,0.0,24.012408167572094
227,london,2020-11-27,80082.67613724491,1633928257041428.5,51007544.19848614,0.9998570765972038,1.0501390896590082,1.1004211027208128,"(318.4227927157866, 30.353721372116414, 3.957438737107903, 7.642676370040201, 9372437.448665055, 2.0, 169.98173701683888, 0.47930440302454824, 0.9737198822238248, 0.0, 23.295472075144016)",318.4227927157866,30.353721372116414,3.957438737107903,7.642676370040201,9372437.448665055,2.0,169.98173701683888,0.47930440302454824,0.9737198822238248,0.0,23.295472075144016
231,london,2020-12-04,22755.539894321246,464281682768002.25,51007544.19848614,0.9,0.999928538298602,1.099857076597204,"(145.8659520229716, 25.027631683100218, 3.149957298298925, 7.642676370040201, 9372437.448665055, 2.0, 16.341026165033313, 0.913314441050405, 0.7931034324241342, 0.0, 23.067014286437505)",145.8659520229716,25.027631683100218,3.149957298298925,7.642676370040201,9372437.448665055,2.0,16.341026165033313,0.913314441050405,0.7931034324241342,0.0,23.067014286437505
