date,areaCode,region,areaType,newCasesBySpecimenDate,cases_7d_avg
2020-10-29,E12000003,Yorkshire And The Humber,region,3532,3178.285714285714
2020-10-29,E12000009,South West,region,1450,1227.2857142857142
2020-10-29,E12000005,West Midlands,region,2533,2209.5714285714284
2020-10-30,E12000002,North West,region,4441,4451.0
2020-10-30,E12000007,London,region,1895,1907.7142857142858
2020-10-30,E12000005,West Midlands,region,2613,2289.5714285714284
2020-10-30,E12000004,East Midlands,region,2086,1973.4285714285713
2020-10-30,E12000008,South East,region,1730,1542.142857142857
2020-10-30,E12000009,South West,region,1268,1241.4285714285713
2020-10-30,E12000001,North East,region,1222,1114.142857142857
2020-10-30,E12000006,East Of England,region,1000,898.0
2020-10-30,E12000003,Yorkshire And The Humber,region,3515,3247.1428571428573
2020-10-31,E12000004,East Midlands,region,1534,1981.142857142857
2020-10-31,E12000001,North East,region,887,1116.7142857142858
2020-10-31,E12000007,London,region,1403,1899.857142857143
2020-10-31,E12000006,East Of England,region,733,917.0
2020-10-31,E12000008,South East,region,1228,1559.142857142857
2020-10-31,E12000002,North West,region,3197,4416.142857142857
2020-10-31,E12000005,West Midlands,region,1977,2348.5714285714284
2020-10-31,E12000009,South West,region,867,1249.0
2020-10-31,E12000003,Yorkshire And The Humber,region,2682,3300.0
2020-11-01,E12000003,Yorkshire And The Humber,region,2899,3400.5714285714284
2020-11-01,E12000004,East Midlands,region,1252,1946.7142857142858
2020-11-01,E12000005,West Midlands,region,1645,2354.0
2020-11-01,E12000006,East Of England,region,637,925.7142857142857
2020-11-01,E12000007,London,region,1226,1888.857142857143
2020-11-01,E12000002,North West,region,3123,4386.714285714285
2020-11-01,E12000009,South West,region,731,1220.5714285714287
2020-11-01,E12000001,North East,region,1008,1137.857142857143
2020-11-01,E12000008,South East,region,1030,1565.7142857142858
2020-11-02,E12000001,North East,region,1689,1189.2857142857142
2020-11-02,E12000004,East Midlands,region,3301,2077.4285714285716
2020-11-02,E12000005,West Midlands,region,3717,2505.8571428571427
2020-11-02,E12000002,North West,region,6012,4441.571428571428
2020-11-02,E12000008,South East,region,2579,1665.142857142857
2020-11-02,E12000003,Yorkshire And The Humber,region,4807,3533.285714285714
2020-11-02,E12000009,South West,region,1829,1285.4285714285713
2020-11-02,E12000007,London,region,2965,1946.5714285714287
2020-11-02,E12000006,East Of England,region,1395,959.8571428571429
2020-11-03,E12000004,East Midlands,region,2401,2124.0
2020-11-03,E12000006,East Of England,region,1162,991.5714285714286
2020-11-03,E12000002,North West,region,4515,4372.857142857143
2020-11-03,E12000007,London,region,2162,1953.857142857143
2020-11-03,E12000001,North East,region,1527,1236.7142857142858
2020-11-03,E12000005,West Midlands,region,3155,2604.4285714285716
2020-11-03,E12000009,South West,region,1564,1301.7142857142858
2020-11-03,E12000003,Yorkshire And The Humber,region,4065,3595.4285714285716
2020-11-03,E12000008,South East,region,2002,1705.7142857142858
2020-11-04,E12000006,East Of England,region,1056,995.5714285714286
2020-11-04,E12000007,London,region,2084,1966.4285714285713
2020-11-04,E12000005,West Midlands,region,2785,2632.1428571428573
2020-11-04,E12000003,Yorkshire And The Humber,region,3588,3584.0
2020-11-04,E12000004,East Midlands,region,2182,2125.5714285714284
2020-11-04,E12000009,South West,region,1645,1336.2857142857142
2020-11-04,E12000001,North East,region,1429,1271.4285714285713
2020-11-04,E12000008,South East,region,1975,1753.0
2020-11-04,E12000002,North West,region,4175,4296.714285714285
2020-11-05,E12000009,South West,region,1591,1356.4285714285713
2020-11-05,E12000001,North East,region,1500,1323.142857142857
2020-11-05,E12000005,West Midlands,region,2886,2682.5714285714284
2020-11-05,E12000004,East Midlands,region,2233,2141.285714285714
2020-11-05,E12000006,East Of England,region,1133,1016.5714285714286
2020-11-05,E12000003,Yorkshire And The Humber,region,3684,3605.714285714286
2020-11-05,E12000002,North West,region,3984,4206.714285714285
2020-11-05,E12000008,South East,region,1957,1785.857142857143
2020-11-05,E12000007,London,region,2115,1978.5714285714287
2020-11-06,E12000001,North East,region,1483,1360.4285714285713
2020-11-06,E12000002,North West,region,3926,4133.142857142857
2020-11-06,E12000009,South West,region,1512,1391.2857142857142
2020-11-06,E12000008,South East,region,1957,1818.2857142857142
2020-11-06,E12000007,London,region,2145,2014.2857142857142
2020-11-06,E12000006,East Of England,region,1125,1034.4285714285713
2020-11-06,E12000003,Yorkshire And The Humber,region,3743,3638.285714285714
2020-11-06,E12000005,West Midlands,region,2834,2714.1428571428573
2020-11-06,E12000004,East Midlands,region,2350,2179.0
2020-11-07,E12000008,South East,region,1734,1890.5714285714287
2020-11-07,E12000001,North East,region,1358,1427.7142857142858
2020-11-07,E12000007,London,region,1667,2052.0
2020-11-07,E12000009,South West,region,1190,1437.4285714285713
2020-11-07,E12000002,North West,region,2866,4085.8571428571427
2020-11-07,E12000005,West Midlands,region,2320,2763.1428571428573
2020-11-07,E12000006,East Of England,region,1016,1074.857142857143
2020-11-07,E12000003,Yorkshire And The Humber,region,2888,3667.714285714286
2020-11-07,E12000004,East Midlands,region,1785,2214.8571428571427
2020-11-08,E12000001,North East,region,1318,1472.0
2020-11-08,E12000003,Yorkshire And The Humber,region,2948,3674.714285714286
2020-11-08,E12000002,North West,region,3231,4101.285714285715
2020-11-08,E12000004,East Midlands,region,2051,2329.0
2020-11-08,E12000005,West Midlands,region,2488,2883.5714285714284
2020-11-08,E12000006,East Of England,region,1094,1140.142857142857
2020-11-08,E12000007,London,region,1792,2132.8571428571427
2020-11-08,E12000008,South East,region,1983,2026.7142857142858
2020-11-08,E12000009,South West,region,1320,1521.5714285714287
2020-11-09,E12000009,South West,region,1938,1537.142857142857
2020-11-09,E12000005,West Midlands,region,4001,2924.1428571428573
2020-11-09,E12000008,South East,region,3030,2091.1428571428573
2020-11-09,E12000004,East Midlands,region,3044,2292.285714285714
2020-11-09,E12000002,North West,region,4810,3929.5714285714284
2020-11-09,E12000006,East Of England,region,1827,1201.857142857143
2020-11-09,E12000001,North East,region,2083,1528.2857142857142
2020-11-09,E12000003,Yorkshire And The Humber,region,4601,3645.285714285714
2020-11-09,E12000007,London,region,3128,2156.1428571428573
2020-11-10,E12000003,Yorkshire And The Humber,region,3859,3615.8571428571427
2020-11-10,E12000007,London,region,2776,2243.8571428571427
2020-11-10,E12000004,East Midlands,region,2697,2334.5714285714284
2020-11-10,E12000008,South East,region,2645,2183.0
2020-11-10,E12000001,North East,region,1798,1567.0
2020-11-10,E12000002,North West,region,3975,3852.4285714285716
2020-11-10,E12000006,East Of England,region,1473,1246.2857142857142
2020-11-10,E12000009,South West,region,1806,1571.7142857142858
2020-11-10,E12000005,West Midlands,region,3685,2999.8571428571427
2020-11-11,E12000004,East Midlands,region,2686,2406.5714285714284
2020-11-11,E12000003,Yorkshire And The Humber,region,3824,3649.5714285714284
2020-11-11,E12000001,North East,region,1884,1632.0
2020-11-11,E12000007,London,region,2961,2369.1428571428573
2020-11-11,E12000009,South West,region,1626,1569.0
2020-11-11,E12000008,South East,region,2751,2293.8571428571427
2020-11-11,E12000002,North West,region,3983,3825.0
2020-11-11,E12000006,East Of England,region,1629,1328.142857142857
2020-11-11,E12000005,West Midlands,region,3613,3118.1428571428573
2020-11-12,E12000004,East Midlands,region,2206,2402.714285714286
2020-11-12,E12000007,London,region,2890,2479.8571428571427
2020-11-12,E12000002,North West,region,3485,3753.714285714286
2020-11-12,E12000001,North East,region,1556,1640.0
2020-11-12,E12000009,South West,region,1589,1568.7142857142858
2020-11-12,E12000003,Yorkshire And The Humber,region,3293,3593.714285714286
2020-11-12,E12000008,South East,region,2671,2395.8571428571427
2020-11-12,E12000005,West Midlands,region,3163,3157.714285714286
2020-11-12,E12000006,East Of England,region,1389,1364.7142857142858
2020-11-13,E12000002,North West,region,3280,3661.4285714285716
2020-11-13,E12000009,South West,region,1756,1603.5714285714287
2020-11-13,E12000008,South East,region,2761,2510.714285714286
2020-11-13,E12000007,London,region,2744,2565.4285714285716
2020-11-13,E12000003,Yorkshire And The Humber,region,3174,3512.4285714285716
2020-11-13,E12000004,East Midlands,region,2181,2378.5714285714284
2020-11-13,E12000005,West Midlands,region,3095,3195.0
2020-11-13,E12000001,North East,region,1546,1649.0
2020-11-13,E12000006,East Of England,region,1377,1400.7142857142858
2020-11-14,E12000003,Yorkshire And The Humber,region,2578,3468.1428571428573
2020-11-14,E12000009,South West,region,1274,1615.5714285714287
2020-11-14,E12000005,West Midlands,region,2391,3205.1428571428573
2020-11-14,E12000001,North East,region,1071,1608.0
2020-11-14,E12000007,London,region,1960,2607.285714285714
2020-11-14,E12000006,East Of England,region,1012,1400.142857142857
2020-11-14,E12000008,South East,region,1823,2523.4285714285716
2020-11-14,E12000002,North West,region,2416,3597.1428571428573
2020-11-14,E12000004,East Midlands,region,1731,2370.8571428571427
2020-11-15,E12000004,East Midlands,region,1425,2281.4285714285716
2020-11-15,E12000003,Yorkshire And The Humber,region,2144,3353.285714285714
2020-11-15,E12000008,South East,region,1719,2485.714285714286
2020-11-15,E12000009,South West,region,1074,1580.4285714285713
2020-11-15,E12000006,East Of England,region,928,1376.4285714285713
2020-11-15,E12000007,London,region,1830,2612.714285714286
2020-11-15,E12000005,West Midlands,region,2049,3142.4285714285716
2020-11-15,E12000002,North West,region,2152,3443.0
2020-11-15,E12000001,North East,region,1060,1571.142857142857
2020-11-16,E12000005,West Midlands,region,3460,3065.1428571428573
2020-11-16,E12000008,South East,region,3057,2489.5714285714284
2020-11-16,E12000003,Yorkshire And The Humber,region,3384,3179.4285714285716
2020-11-16,E12000007,London,region,3117,2611.1428571428573
2020-11-16,E12000006,East Of England,region,1615,1346.142857142857
2020-11-16,E12000002,North West,region,3443,3247.714285714286
2020-11-16,E12000009,South West,region,1767,1556.0
2020-11-16,E12000004,East Midlands,region,2620,2220.8571428571427
2020-11-16,E12000001,North East,region,1587,1500.2857142857142
2020-11-17,E12000004,East Midlands,region,2145,2142.0
2020-11-17,E12000003,Yorkshire And The Humber,region,3159,3079.4285714285716
2020-11-17,E12000001,North East,region,1494,1456.857142857143
2020-11-17,E12000005,West Midlands,region,3081,2978.8571428571427
2020-11-17,E12000002,North West,region,3103,3123.1428571428573
2020-11-17,E12000008,South East,region,2311,2441.8571428571427
2020-11-17,E12000007,London,region,2597,2585.5714285714284
2020-11-17,E12000006,East Of England,region,1335,1326.4285714285713
2020-11-17,E12000009,South West,region,1328,1487.7142857142858
2020-11-18,E12000003,Yorkshire And The Humber,region,2656,2912.5714285714284
2020-11-18,E12000007,London,region,2488,2518.0
2020-11-18,E12000009,South West,region,1201,1427.0
2020-11-18,E12000001,North East,region,1367,1383.0
2020-11-18,E12000002,North West,region,2629,2929.714285714286
2020-11-18,E12000008,South East,region,2308,2378.5714285714284
2020-11-18,E12000006,East Of England,region,1270,1275.142857142857
2020-11-18,E12000005,West Midlands,region,2664,2843.285714285714
2020-11-18,E12000004,East Midlands,region,1861,2024.142857142857
2020-11-19,E12000007,London,region,2212,2421.1428571428573
2020-11-19,E12000004,East Midlands,region,1519,1926.0
2020-11-19,E12000005,West Midlands,region,2417,2736.714285714286
2020-11-19,E12000001,North East,region,1037,1308.857142857143
2020-11-19,E12000006,East Of England,region,1198,1247.857142857143
2020-11-19,E12000008,South East,region,1930,2272.714285714286
2020-11-19,E12000002,North West,region,2234,2751.0
2020-11-19,E12000009,South West,region,1013,1344.7142857142858
2020-11-19,E12000003,Yorkshire And The Humber,region,2150,2749.285714285714
2020-11-20,E12000006,East Of England,region,1079,1205.2857142857142
2020-11-20,E12000008,South East,region,1915,2151.8571428571427
2020-11-20,E12000002,North West,region,2019,2570.8571428571427
2020-11-20,E12000001,North East,region,958,1224.857142857143
2020-11-20,E12000004,East Midlands,region,1505,1829.4285714285713
2020-11-20,E12000003,Yorkshire And The Humber,region,2001,2581.714285714286
2020-11-20,E12000009,South West,region,906,1223.2857142857142
2020-11-20,E12000005,West Midlands,region,2350,2630.285714285714
2020-11-20,E12000007,London,region,2152,2336.5714285714284
2020-11-21,E12000005,West Midlands,region,1623,2520.5714285714284
2020-11-21,E12000006,East Of England,region,805,1175.7142857142858
2020-11-21,E12000001,North East,region,687,1170.0
2020-11-21,E12000009,South West,region,711,1142.857142857143
2020-11-21,E12000004,East Midlands,region,1108,1740.4285714285713
2020-11-21,E12000003,Yorkshire And The Humber,region,1416,2415.714285714286
2020-11-21,E12000002,North West,region,1405,2426.4285714285716
2020-11-21,E12000007,London,region,1514,2272.8571428571427
2020-11-21,E12000008,South East,region,1498,2105.4285714285716
2020-11-22,E12000009,South West,region,581,1072.4285714285713
2020-11-22,E12000005,West Midlands,region,1503,2442.5714285714284
2020-11-22,E12000004,East Midlands,region,1033,1684.4285714285713
2020-11-22,E12000003,Yorkshire And The Humber,region,1399,2309.285714285714
2020-11-22,E12000002,North West,region,1400,2319.0
2020-11-22,E12000007,London,region,1508,2226.8571428571427
2020-11-22,E12000006,East Of England,region,813,1159.2857142857142
2020-11-22,E12000008,South East,region,1308,2046.7142857142858
2020-11-22,E12000001,North East,region,636,1109.4285714285713
2020-11-23,E12000009,South West,region,1021,965.8571428571429
2020-11-23,E12000007,London,region,2430,2128.714285714286
2020-11-23,E12000008,South East,region,2400,1952.857142857143
2020-11-23,E12000006,East Of England,region,1257,1108.142857142857
2020-11-23,E12000005,West Midlands,region,2298,2276.5714285714284
2020-11-23,E12000004,East Midlands,region,1664,1547.857142857143
2020-11-23,E12000003,Yorkshire And The Humber,region,2145,2132.285714285714
2020-11-23,E12000001,North East,region,983,1023.1428571428571
2020-11-23,E12000002,North West,region,2223,2144.714285714286
2020-11-24,E12000005,West Midlands,region,2060,2130.714285714286
2020-11-24,E12000002,North West,region,1899,1972.7142857142858
2020-11-24,E12000006,East Of England,region,1051,1067.5714285714287
2020-11-24,E12000008,South East,region,1985,1906.2857142857142
2020-11-24,E12000004,East Midlands,region,1478,1452.5714285714287
2020-11-24,E12000009,South West,region,842,896.4285714285714
2020-11-24,E12000001,North East,region,861,932.7142857142857
2020-11-24,E12000007,London,region,2179,2069.0
2020-11-24,E12000003,Yorkshire And The Humber,region,1818,1940.7142857142858
2020-11-25,E12000002,North West,region,1864,1863.4285714285713
2020-11-25,E12000008,South East,region,2077,1873.2857142857142
2020-11-25,E12000005,West Midlands,region,1951,2028.857142857143
2020-11-25,E12000007,London,region,2265,2037.142857142857
2020-11-25,E12000009,South West,region,874,849.7142857142857
2020-11-25,E12000006,East Of England,region,1218,1060.142857142857
2020-11-25,E12000004,East Midlands,region,1358,1380.7142857142858
2020-11-25,E12000001,North East,region,819,854.4285714285714
2020-11-25,E12000003,Yorkshire And The Humber,region,1681,1801.4285714285713
2020-11-26,E12000008,South East,region,1776,1851.2857142857142
2020-11-26,E12000003,Yorkshire And The Humber,region,1479,1705.5714285714287
2020-11-26,E12000004,East Midlands,region,1189,1333.5714285714287
2020-11-26,E12000002,North West,region,1608,1774.0
2020-11-26,E12000001,North East,region,724,809.7142857142857
2020-11-26,E12000007,London,region,2092,2020.0
2020-11-26,E12000009,South West,region,774,815.5714285714286
2020-11-26,E12000006,East Of England,region,1041,1037.7142857142858
2020-11-26,E12000005,West Midlands,region,1728,1930.4285714285713
2020-11-27,E12000002,North West,region,1469,1695.4285714285713
2020-11-27,E12000001,North East,region,654,766.2857142857143
2020-11-27,E12000008,South East,region,2086,1875.7142857142858
2020-11-27,E12000003,Yorkshire And The Humber,region,1360,1614.0
2020-11-27,E12000007,London,region,2234,2031.7142857142858
2020-11-27,E12000009,South West,region,717,788.5714285714286
2020-11-27,E12000005,West Midlands,region,1580,1820.4285714285713
2020-11-27,E12000004,East Midlands,region,1131,1280.142857142857
2020-11-27,E12000006,East Of England,region,1144,1047.0
2020-11-28,E12000003,Yorkshire And The Humber,region,1117,1571.2857142857142
2020-11-28,E12000004,East Midlands,region,890,1249.0
2020-11-28,E12000008,South East,region,1482,1873.4285714285713
2020-11-28,E12000002,North West,region,1179,1663.142857142857
2020-11-28,E12000005,West Midlands,region,1158,1754.0
2020-11-28,E12000009,South West,region,514,760.4285714285714
2020-11-28,E12000001,North East,region,507,740.5714285714286
2020-11-28,E12000007,London,region,1654,2051.714285714286
2020-11-28,E12000006,East Of England,region,815,1048.4285714285713
2020-11-29,E12000005,West Midlands,region,1145,1702.857142857143
2020-11-29,E12000007,London,region,1670,2074.8571428571427
2020-11-29,E12000002,North West,region,1075,1616.7142857142858
2020-11-29,E12000009,South West,region,511,750.4285714285714
2020-11-29,E12000008,South East,region,1495,1900.142857142857
2020-11-29,E12000001,North East,region,464,716.0
2020-11-29,E12000003,Yorkshire And The Humber,region,1075,1525.0
2020-11-29,E12000006,East Of England,region,776,1043.142857142857
2020-11-29,E12000004,East Midlands,region,812,1217.4285714285713
2020-11-30,E12000001,North East,region,773,686.0
2020-11-30,E12000004,East Midlands,region,1472,1190.0
2020-11-30,E12000009,South West,region,817,721.2857142857143
2020-11-30,E12000003,Yorkshire And The Humber,region,1771,1471.5714285714287
2020-11-30,E12000005,West Midlands,region,1739,1623.0
2020-11-30,E12000006,East Of England,region,1536,1083.0
2020-11-30,E12000007,London,region,2720,2116.285714285714
2020-11-30,E12000002,North West,region,1900,1570.5714285714287
2020-11-30,E12000008,South East,region,2442,1906.142857142857
2020-12-01,E12000008,South East,region,2304,1951.7142857142858
2020-12-01,E12000005,West Midlands,region,1563,1552.0
2020-12-01,E12000007,London,region,2489,2160.5714285714284
2020-12-01,E12000002,North West,region,1746,1548.7142857142858
2020-12-01,E12000004,East Midlands,region,1281,1161.857142857143
2020-12-01,E12000003,Yorkshire And The Humber,region,1566,1435.5714285714287
2020-12-01,E12000009,South West,region,752,708.4285714285714
2020-12-01,E12000006,East Of England,region,1303,1119.0
2020-12-01,E12000001,North East,region,654,656.4285714285714
2020-12-02,E12000008,South East,region,2298,1983.2857142857142
2020-12-02,E12000001,North East,region,651,632.4285714285714
2020-12-02,E12000009,South West,region,664,678.4285714285714
2020-12-02,E12000002,North West,region,1481,1494.0
2020-12-02,E12000006,East Of England,region,1459,1153.4285714285713
2020-12-02,E12000007,London,region,2839,2242.5714285714284
2020-12-02,E12000005,West Midlands,region,1502,1487.857142857143
2020-12-02,E12000003,Yorkshire And The Humber,region,1422,1398.5714285714287
2020-12-02,E12000004,East Midlands,region,1279,1150.5714285714287
2020-12-03,E12000009,South West,region,686,665.8571428571429
2020-12-03,E12000006,East Of England,region,1353,1198.0
2020-12-03,E12000007,London,region,2487,2299.0
2020-12-03,E12000004,East Midlands,region,1264,1161.2857142857142
2020-12-03,E12000005,West Midlands,region,1385,1438.857142857143
2020-12-03,E12000003,Yorkshire And The Humber,region,1237,1364.0
2020-12-03,E12000002,North West,region,1385,1462.142857142857
2020-12-03,E12000001,North East,region,605,615.4285714285714
2020-12-03,E12000008,South East,region,2309,2059.4285714285716
2020-12-04,E12000001,North East,region,563,602.4285714285714
2020-12-04,E12000009,South West,region,605,649.8571428571429
2020-12-04,E12000005,West Midlands,region,1419,1415.857142857143
2020-12-04,E12000007,London,region,2964,2403.285714285714
2020-12-04,E12000004,East Midlands,region,1094,1156.0
2020-12-04,E12000003,Yorkshire And The Humber,region,1092,1325.7142857142858
2020-12-04,E12000002,North West,region,1480,1463.7142857142858
2020-12-04,E12000008,South East,region,2354,2097.714285714286
2020-12-04,E12000006,East Of England,region,1399,1234.4285714285713
2020-12-05,E12000005,West Midlands,region,1124,1411.0
2020-12-05,E12000002,North West,region,1023,1441.4285714285713
2020-12-05,E12000008,South East,region,1901,2157.5714285714284
2020-12-05,E12000006,East Of England,region,1211,1291.0
2020-12-05,E12000003,Yorkshire And The Humber,region,912,1296.4285714285713
2020-12-05,E12000004,East Midlands,region,872,1153.4285714285713
2020-12-05,E12000009,South West,region,508,649.0
2020-12-05,E12000001,North East,region,426,590.8571428571429
2020-12-05,E12000007,London,region,2277,2492.285714285714
2020-12-06,E12000008,South East,region,2062,2238.5714285714284
2020-12-06,E12000004,East Midlands,region,968,1175.7142857142858
2020-12-06,E12000006,East Of England,region,1318,1368.4285714285713
2020-12-06,E12000007,London,region,2445,2603.0
2020-12-06,E12000002,North West,region,1160,1453.5714285714287
2020-12-06,E12000005,West Midlands,region,1154,1412.2857142857142
2020-12-06,E12000003,Yorkshire And The Humber,region,903,1271.857142857143
2020-12-06,E12000001,North East,region,519,598.7142857142857
2020-12-06,E12000009,South West,region,490,646.0
2020-12-07,E12000005,West Midlands,region,1779,1418.0
2020-12-07,E12000003,Yorkshire And The Humber,region,1488,1231.4285714285713
2020-12-07,E12000008,South East,region,3332,2365.714285714286
2020-12-07,E12000002,North West,region,1871,1449.4285714285713
2020-12-07,E12000004,East Midlands,region,1596,1193.4285714285713
2020-12-07,E12000001,North East,region,765,597.5714285714286
2020-12-07,E12000009,South West,region,779,640.5714285714286
2020-12-07,E12000006,East Of England,region,2223,1466.5714285714287
2020-12-07,E12000007,London,region,3749,2750.0
2020-12-08,E12000009,South West,region,850,654.5714285714286
2020-12-08,E12000002,North West,region,1590,1427.142857142857
2020-12-08,E12000008,South East,region,3186,2491.714285714286
2020-12-08,E12000007,London,region,3759,2931.4285714285716
2020-12-08,E12000003,Yorkshire And The Humber,region,1390,1206.2857142857142
2020-12-08,E12000001,North East,region,727,608.0
2020-12-08,E12000005,West Midlands,region,1763,1446.5714285714287
2020-12-08,E12000006,East Of England,region,2115,1582.5714285714287
2020-12-08,E12000004,East Midlands,region,1426,1214.142857142857
2020-12-09,E12000007,London,region,4462,3163.285714285714
2020-12-09,E12000001,North East,region,650,607.8571428571429
2020-12-09,E12000005,West Midlands,region,1690,1473.4285714285713
2020-12-09,E12000004,East Midlands,region,1410,1232.857142857143
2020-12-09,E12000009,South West,region,829,678.1428571428571
2020-12-09,E12000006,East Of England,region,2283,1700.2857142857142
2020-12-09,E12000003,Yorkshire And The Humber,region,1396,1202.5714285714287
2020-12-09,E12000008,South East,region,3286,2632.8571428571427
2020-12-09,E12000002,North West,region,1619,1446.857142857143
2020-12-10,E12000003,Yorkshire And The Humber,region,1242,1203.2857142857142
2020-12-10,E12000004,East Midlands,region,1452,1259.7142857142858
2020-12-10,E12000008,South East,region,3644,2823.5714285714284
2020-12-10,E12000005,West Midlands,region,1696,1517.857142857143
2020-12-10,E12000001,North East,region,653,614.7142857142857
2020-12-10,E12000007,London,region,5080,3533.714285714286
2020-12-10,E12000006,East Of England,region,2343,1841.7142857142858
2020-12-10,E12000009,South West,region,889,707.1428571428571
2020-12-10,E12000002,North West,region,1663,1486.5714285714287
2020-12-11,E12000004,East Midlands,region,1448,1310.2857142857142
2020-12-11,E12000006,East Of England,region,2722,2030.7142857142858
2020-12-11,E12000005,West Midlands,region,1777,1569.0
2020-12-11,E12000001,North East,region,664,629.1428571428571
2020-12-11,E12000007,London,region,5538,3901.4285714285716
2020-12-11,E12000003,Yorkshire And The Humber,region,1274,1229.2857142857142
2020-12-11,E12000009,South West,region,835,740.0
2020-12-11,E12000008,South East,region,4134,3077.8571428571427
2020-12-11,E12000002,North West,region,1663,1512.7142857142858
2020-12-12,E12000006,East Of England,region,2264,2181.1428571428573
2020-12-12,E12000004,East Midlands,region,1035,1333.5714285714287
2020-12-12,E12000008,South East,region,3344,3284.0
2020-12-12,E12000005,West Midlands,region,1358,1602.4285714285713
2020-12-12,E12000007,London,region,4749,4254.571428571428
2020-12-12,E12000002,North West,region,1272,1548.2857142857142
2020-12-12,E12000003,Yorkshire And The Humber,region,962,1236.4285714285713
2020-12-12,E12000009,South West,region,671,763.2857142857143
2020-12-12,E12000001,North East,region,513,641.5714285714286
2020-12-13,E12000007,London,region,5571,4701.142857142857
2020-12-13,E12000006,East Of England,region,2791,2391.5714285714284
2020-12-13,E12000003,Yorkshire And The Humber,region,1052,1257.7142857142858
2020-12-13,E12000008,South East,region,3726,3521.714285714286
2020-12-13,E12000009,South West,region,835,812.5714285714286
2020-12-13,E12000005,West Midlands,region,1355,1631.142857142857
2020-12-13,E12000004,East Midlands,region,1058,1346.4285714285713
2020-12-13,E12000002,North West,region,1359,1576.7142857142858
2020-12-13,E12000001,North East,region,581,650.4285714285714
2020-12-14,E12000004,East Midlands,region,2067,1413.7142857142858
2020-12-14,E12000007,London,region,8438,5371.0
2020-12-14,E12000005,West Midlands,region,2436,1725.0
2020-12-14,E12000008,South East,region,6088,3915.4285714285716
2020-12-14,E12000001,North East,region,916,672.0
2020-12-14,E12000009,South West,region,1278,883.8571428571429
2020-12-14,E12000003,Yorkshire And The Humber,region,1770,1298.0
2020-12-14,E12000006,East Of England,region,4492,2715.714285714286
2020-12-14,E12000002,North West,region,2296,1637.4285714285713
2020-12-15,E12000003,Yorkshire And The Humber,region,1540,1319.4285714285713
2020-12-15,E12000001,North East,region,903,697.1428571428571
2020-12-15,E12000004,East Midlands,region,1768,1462.5714285714287
2020-12-15,E12000005,West Midlands,region,2299,1801.5714285714287
2020-12-15,E12000007,London,region,8974,6116.0
2020-12-15,E12000002,North West,region,2167,1719.857142857143
2020-12-15,E12000009,South West,region,1244,940.1428571428571
2020-12-15,E12000006,East Of England,region,4407,3043.1428571428573
2020-12-15,E12000008,South East,region,6135,4336.714285714285
2020-12-16,E12000002,North West,region,2063,1783.2857142857142
2020-12-16,E12000005,West Midlands,region,2094,1859.2857142857142
2020-12-16,E12000004,East Midlands,region,1706,1504.857142857143
2020-12-16,E12000006,East Of England,region,4780,3399.8571428571427
2020-12-16,E12000009,South West,region,1361,1016.1428571428571
2020-12-16,E12000003,Yorkshire And The Humber,region,1250,1298.5714285714287
2020-12-16,E12000008,South East,region,6134,4743.571428571428
2020-12-16,E12000007,London,region,10165,6930.714285714285
2020-12-16,E12000001,North East,region,829,722.7142857142857
2020-12-17,E12000008,South East,region,6019,5082.857142857143
2020-12-17,E12000009,South West,region,1139,1051.857142857143
2020-12-17,E12000007,London,region,10317,7678.857142857143
2020-12-17,E12000002,North West,region,1994,1830.5714285714287
2020-12-17,E12000006,East Of England,region,4688,3734.8571428571427
2020-12-17,E12000004,East Midlands,region,1705,1541.0
2020-12-17,E12000003,Yorkshire And The Humber,region,1198,1292.2857142857142
2020-12-17,E12000005,West Midlands,region,2174,1927.5714285714287
2020-12-17,E12000001,North East,region,666,724.5714285714286
2020-12-18,E12000001,North East,region,791,742.7142857142857
2020-12-18,E12000006,East Of England,region,5206,4089.714285714286
2020-12-18,E12000003,Yorkshire And The Humber,region,1469,1320.142857142857
2020-12-18,E12000002,North West,region,2148,1899.857142857143
2020-12-18,E12000008,South East,region,6344,5398.571428571428
2020-12-18,E12000004,East Midlands,region,1720,1579.857142857143
2020-12-18,E12000007,London,region,11002,8459.42857142857
2020-12-18,E12000009,South West,region,1273,1114.4285714285713
2020-12-18,E12000005,West Midlands,region,2117,1976.142857142857
2020-12-19,E12000008,South East,region,4028,5496.285714285715
2020-12-19,E12000007,London,region,7289,8822.285714285714
2020-12-19,E12000003,Yorkshire And The Humber,region,1024,1329.0
2020-12-19,E12000004,East Midlands,region,1363,1626.7142857142858
2020-12-19,E12000006,East Of England,region,3453,4259.571428571428
2020-12-19,E12000009,South West,region,791,1131.5714285714287
2020-12-19,E12000001,North East,region,620,758.0
2020-12-19,E12000005,West Midlands,region,1668,2020.4285714285713
2020-12-19,E12000002,North West,region,1715,1963.142857142857
2020-12-20,E12000003,Yorkshire And The Humber,region,1439,1384.2857142857142
2020-12-20,E12000007,London,region,9078,9323.285714285714
2020-12-20,E12000006,East Of England,region,4683,4529.857142857143
2020-12-20,E12000001,North East,region,771,785.1428571428571
2020-12-20,E12000008,South East,region,6111,5837.0
2020-12-20,E12000004,East Midlands,region,1710,1719.857142857143
2020-12-20,E12000009,South West,region,1301,1198.142857142857
2020-12-20,E12000005,West Midlands,region,2276,2152.0
2020-12-20,E12000002,North West,region,1988,2053.0
